,creation_date,compound,pos,neg,score
0,2008-08-31 00:00:00+00:00,0.2670142857142857,0.1197142857142857,0.04785714285714286,1.0
1,2008-09-30 00:00:00+00:00,0.16437731092436975,0.11672268907563026,0.04884453781512605,1.0126050420168067
2,2008-10-31 00:00:00+00:00,0.15380686813186814,0.10337637362637363,0.053892857142857145,1.4945054945054945
3,2008-11-30 00:00:00+00:00,0.17544208633093525,0.12246402877697843,0.051057553956834534,1.3525179856115108
4,2008-12-31 00:00:00+00:00,0.16390616438356165,0.10934589041095889,0.04965753424657534,1.6712328767123288
5,2009-01-31 00:00:00+00:00,0.18069285714285713,0.11203151260504202,0.04833613445378151,0.7899159663865546
6,2009-02-28 00:00:00+00:00,0.15179625468164795,0.10824719101123596,0.05302996254681648,0.9082397003745318
7,2009-03-31 00:00:00+00:00,0.18485366614664586,0.11409048361934478,0.04806864274570983,0.47269890795631825
8,2009-04-30 00:00:00+00:00,0.16894101748807633,0.10545468998410175,0.04603338632750397,0.9602543720190779
9,2009-05-31 00:00:00+00:00,0.17659514321295144,0.10614072229140721,0.04693399750933998,0.7982565379825654
10,2009-06-30 00:00:00+00:00,0.20532,0.11642613636363636,0.04715227272727273,0.8784090909090909
11,2009-07-31 00:00:00+00:00,0.1858800788954635,0.10546351084812623,0.04206706114398422,0.8264299802761341
12,2009-08-31 00:00:00+00:00,0.16848704414587332,0.10399712092130518,0.044376199616122845,0.9942418426103646
13,2009-09-30 00:00:00+00:00,0.1836735922330097,0.10413689320388349,0.04358446601941748,0.9912621359223301
14,2009-10-31 00:00:00+00:00,0.18117297297297297,0.10987445510026154,0.047239755884917176,0.7384481255448997
15,2009-11-30 00:00:00+00:00,0.20099626245847177,0.11233056478405316,0.04614285714285714,0.5714285714285714
16,2009-12-31 00:00:00+00:00,0.1673416932907348,0.10823402555910544,0.04833466453674121,0.6733226837060703
17,2010-01-31 00:00:00+00:00,0.17452749836708034,0.10627433050293925,0.04670084911822338,0.7152188112344873
18,2010-02-28 00:00:00+00:00,0.19116177304964538,0.11107163120567375,0.04368368794326241,0.5829787234042553
19,2010-03-31 00:00:00+00:00,0.18357713567839196,0.10531155778894473,0.04558856783919598,1.0207286432160805
20,2010-04-30 00:00:00+00:00,0.15695413533834585,0.10565413533834586,0.04784005468215994,0.5276828434723172
21,2010-05-31 00:00:00+00:00,0.16911724137931033,0.1109290450928382,0.050468832891246686,0.5404509283819628
22,2010-06-30 00:00:00+00:00,0.1563291087962963,0.10499305555555555,0.04846469907407407,0.5653935185185185
23,2010-07-31 00:00:00+00:00,0.18216147323794382,0.10588818229994701,0.04468786433492315,0.4737678855325914
24,2010-08-31 00:00:00+00:00,0.1760084720121029,0.10563792233988906,0.045341906202723145,0.6439737771053958
25,2010-09-30 00:00:00+00:00,0.17665285789197693,0.10784216046145778,0.045842684845306764,0.5595175668589407
26,2010-10-31 00:00:00+00:00,0.18647290260366442,0.11232449373191901,0.04309594985535198,0.6812921890067503
27,2010-11-30 00:00:00+00:00,0.17562395925597873,0.10889769707705935,0.045520372010628876,0.3870682019486271
28,2010-12-31 00:00:00+00:00,0.1661963436123348,0.10458017621145374,0.044716299559471366,0.41629955947136565
29,2011-01-31 00:00:00+00:00,0.17787604790419162,0.10967290419161677,0.04367402694610779,0.5639970059880239
30,2011-02-28 00:00:00+00:00,0.16925232601414217,0.10446520282843319,0.04512504652028285,0.4518049869743208
31,2011-03-31 00:00:00+00:00,0.18156797366058067,0.11018407662376534,0.04411643220592637,0.3415145166117929
32,2011-04-30 00:00:00+00:00,0.1635378918254456,0.10624554394591272,0.04629379225568531,0.46097111247695144
33,2011-05-31 00:00:00+00:00,0.16970656976744186,0.10864970930232558,0.04598459302325582,0.3872093023255814
34,2011-06-30 00:00:00+00:00,0.16450072632190588,0.10536926205694364,0.044927658338175476,0.42794886693782686
35,2011-07-31 00:00:00+00:00,0.16155616161616163,0.10504386724386723,0.045710822510822514,0.42655122655122657
36,2011-08-31 00:00:00+00:00,0.17001208994708997,0.10523333333333333,0.043297354497354494,0.4489417989417989
37,2011-09-30 00:00:00+00:00,0.16549508290451687,0.1057455688965123,0.04446255002858777,0.3933676386506575
38,2011-10-31 00:00:00+00:00,0.17001464398962238,0.10416171807437301,0.045396079561833384,0.3882963390025944
39,2011-11-30 00:00:00+00:00,0.1672552624567013,0.10696722621902477,0.044217159605648815,0.409539035438316
40,2011-12-31 00:00:00+00:00,0.17423537414965987,0.10773904761904761,0.04489387755102041,0.4038095238095238
41,2012-01-31 00:00:00+00:00,0.15744748969197186,0.10171258792141644,0.04514625272859568,0.47999029832646134
42,2012-02-29 00:00:00+00:00,0.16537561139780121,0.10353735696656945,0.04439712811308055,0.3329593897240296
43,2012-03-31 00:00:00+00:00,0.1682442149631191,0.10234942044257113,0.04360421496311907,0.3304531085353003
